original_query,changed_query
안녕하세요 가상화폐투자법인을 설립 하려고 합니다.걸림돌이 하나 있는데요.만약에 저도 모르게 불법자금이 투자금으로 들어오면 저의 회사에 어떤 불이익이 있을까요?,안녕하세요 가상화폐투자법인을 설립하려고 합니다. 혹시 회사 운영 시 주의해야 할 점이 있을까요?
안녕하세요!가상화폐를 저가에 대량으로 매입하여 개인에게 판매하여 그 차익으로 수익을 창출하는 사업을 하려고 합니다.찾아보니까 금감원에 가상자산사업자로 등록을 해야한다고하는데이게 복잡하고 엄격하다고해서요..그냥 등록없이 개인사업자로 등록을 할 수 있을까요?또 저같은 사업체가 있을까요??알고계시다면 알고계시는대로 답변부탁드립니다.,안녕하세요! 가상화폐 관련 법규를 알고 싶습니다. 개인사업자로 가상화폐를 다루는 경우 어떤 절차를 따라야 하나요? 그리고 유사한 사업체가 있는지 궁금합니다. 알려주실 수 있나요?
"은행 계좌정지 다 당했는데 어떻게 해야 풀 수 있을까요?대출 안되는 조건인데 가능하게 해준다고 해서 계좌랑 비밀번호알려줬고 그쪽 금융사에서 자기네들 회사 자금으로 거래 내역 만들어준다면서 은행 들어가지 말래서 안들어가고 있다 문자로 전자금융거래 정지 라는 문자오고, 그다음날에 다른 계좌까지 아예 안됩니다제가 지금 개인회생 돈도 내야하고, 뱃속에 아기도 있어서 바우처로 결제도 해야되는데 지금 다 정지당해서 안되는 처지인데 어떻게 해야할까요? 아직 은행에서 경찰에 신고 됬다는 연락은 없는데 제가 경찰서에 가서 신고해야 하나요?아니면 금감원이나 신고당한 은행에 이의제기 신청해야되나요?대포통장 사기당했다고하면 집에서도 난리고 남편도 난리일 것 같은데 해결 방안이 없을까요?도움 주셨으면 합니다.질문에 대한 답변부탁드립니다.",은행 계좌가 일시적으로 사용 중지되었습니다. 이 상황을 해결하려면 어떻게 해야 하나요? 가능한 옵션이나 조언이 필요합니다.
안녕하세요 저는 20대 중반 남자입니다 재작년 11월달에 보이스피싱 현금수거책을 모르고 했었는데 경찰조사 성실히 임하고 검찰조사도 다 마친 상태입니다 텔레그램 내역도 스샷 찍어서 다 제출 하였고 통화 녹음 내역도 2~3개 정도 해논거 제출 하였습니다 피해자는 5명정도 되고 피해액은 6400만원 정도 입니다 저희 집 형편이 안 좋아서 국선변호사를 선임하여 4월에 재판을 받게 됐는데 합의할 여력이 안되서...징역형을 살게 될까요?.. 어머니랑 둘이 사는데 빚도 좀 있고 제가 갚아드려야 하는데 어머니가 몸이 편찮으셔서 제가 없으면 안 될 거 같은데..집행유예는 많이 힘들까요?... 정말 반성하고 합의도 해드리고 싶긴 하지만..대출 땡길곳도 없습니다..도와주시면 감사하겠습니다..ㅠㅠㅠ너무 힘들어서 잠도 못자고 어쩔줄 모르겠어요...,"안녕하세요, 저는 20대 중반 남자입니다. 과거에 실수를 해서 법적 절차를 진행 중입니다. 경제적 여건상 국선변호사와 함께 재판을 준비하고 있는데, 집행유예 가능성이 있을까요? 가족의 상황 때문에 걱정이 많습니다. 조언이나 도움을 받을 수 있을까요?"
"전자금융거래법위반안녕하세요... 작년 6월에너무사정이힘들어 통장 대여해주면돈을주겠다는 문자를보고혹해서 죄를저질러버렸습니다지금현재경찰조사는작년에다받았으며제주소가할머니댁으로 다되있어서. 올해3월31일에 검사소환장이송달되었다는데 ... 제가주소가 할머니댁으로되있고 실거주지는 부모님댁에서살고있어서. 우편물을받지못해 출석하지못했습니다. 할머니댁주소도 할머니께서얼마전에이사를가셔서 그주소도맞는않는것이구요. .,. 그러다어제 법원에서전화가와 재판이있으니목요일에 출석하라고하더라고요..저는 기간도오래되고 중간에통장 체크가 모두 풀렸길래사건이그대로끝난줄알았습니다. 제가양도할당시 600만원이제통장에 묵여있었고 가해자는 그돈을인출하지못한체 묵여있었습니다 그후 그600만원은 제가경찰조사때. 피해자분께 돌려드리는게당연하고 정말죄송하다고 사죄의말씀도 전해드렸습니다..그후 몇달뒤 통장 거래가모두풀려 저는 사건이 종결된줄알았는데....재판이라니...너무두렵고무섭습니다..저어떻게될까요...변호사도 선임못하고아무런대처도못한상태인데... 과연저는어떻게될까요...",제가 통장 대여와 관련된 문제로 재판을 앞두고 있습니다. 변호사를 선임하지 못한 상황에서 어떻게 준비해야 할까요?
외국인한테 포카 양도했는데 여기로 계좌보내라고 링크를 줬는데 들어가도 되는거 맞나요? 예전에 외국인분한테 양도했을땐 링크 안 들어가도 됐던거같은데ㅜ,"외국인에게 포카를 양도했는데, 받은 링크로 계좌 정보를 입력해도 안전한가요? 예전에는 링크를 통해 정보를 입력하지 않았던 것 같은데, 어떻게 해야 하나요?"
남편이 재택알바 한다면서 핸드폰관리해주면15만원준다고해서그거를 했어요 근데 제가하지말라고했는데 안한다고해놓고선뒤에서 했더라고요 그리고 저와혼인하기 5년전에 보이스피싱 현금수거책알바하다가 잡혀서 합의를못해서 형을 살고나왔더라고요 1년6개월 오늘 법원심사받았는데 구속이라고나와서 월요일에 구치소로 간다고 들었어요 재범이라 형량이 많이나오나요? 지금현재 첫째가있고 둘째는4월출산예정인데..어째야하나요..,배우자가 과거에 문제가 있는 일을 했고 현재 곤란한 상황에 처해있습니다. 어떻게 해야 할까요?
횡령 경찰조사를 받아야 하는데 어떻게 해야할까요?지인이 돈을 맡겨서 코인 투자를 해주기로 했습니다.실제 지인 돈은 전부 코인만 투자를 하다가 코인 투자가 잘되지 않아 중간에 만회를 해보려고 다른 투자를 했는데 이게 사기였습니다.지인은 자신이 코인 투자이외에 언제 다른 투자를 하라고 했냐며 횡령으로 고소를 했는데..이게 솔직히 코인 투자할 때 돈을 받을 때 제가 수익이 다른데서 더 날거 같으면 다른데 투자를 하겠다고 이미 얘기를 한 내용이었습니다...횡령 경찰조사에서 사실대로 얘기하면 무혐의 가능할까요?,경찰 조사를 받을 때 어떻게 대처해야 하나요?
보이스피싱 수거책 혐의를 받고 있습니다.그래서 그런데 처벌 여부에 대하여 질문드립니다.제가 채권추심업체 현금회수업무를 하다가보이스피싱 수거책 범죄단체에 연루된 것 같습니다.경찰서에서 보이스피싱 수거책으로 조사를 받으라고 하는데어떻게 해야 할까요?,"보이스피싱 관련 조사를 받을 예정인데, 이 상황에서 어떻게 대처해야 하나요?"
안녕하세요 저는 휴대폰 매장에서 일을 했었는데 일을 하면서 중고폰과 소액결제로 인해서 지금 고소가 되어있는 상태 입니다횡령으로 현재 고소되어 있는 한건 그리고 사기죄로 고소되어 있는 건 있습니다 피해자 몇몇분께서는 합의해주시고 선처해주신다고 하시고 다른분들은 연락을 못받은 상태입니다제가 정말 왜 그랬는지 모르겠습니다 돈이 너무 급해도 그러지 말았어야 했는데 정말이지 너무 나도 후회가 됩니다 그래서 지금이라도 바로잡고 살기위해서 이렇게 지식인분들께 여쭤 봅니다이런경우 어떤 방법이 좋으며 변호사 선임해야 되는 경우 금액이 어느정도 인지 교도소에 안가는 방법은 무엇인지 궁금하여 이렇게 남겨 봅니다 부탁드립니다 좋은 방법 부탁드립니다!,중고폰 및 소액결제로 인한 법적 문제를 해결하기 위한 조언을 구하고 싶습니다. 변호사 선임 비용과 교도소를 피할 수 있는 방법에 대한 정보를 부탁드립니다. 좋은 방법이 있을까요?
제가 아무것도 모르고 현금수거책이라는 알바를했습니다총 제가 2건정도 하였고 뭔가 이상한 낌새를 느껴 바로 그만두었고요 2건해서 총 저에게 남은 수익은 20만원이였구피해자 피해액은 2건 합치면 2200만원 입니다결국 신고를 당해 저는 잡혔고 재판을 보게되었습니다1심에서 제가 피해자와 합의를 못해 징역 1년이 나왔고 항소를 하게되었습니다피해액2건중 1건은 원만안 합의를 하였는데 1건은 합의를 하고싶었지만 이 사람이 법원에서도 연락이 안된다하여 합의를 못하였습니다 제 나이 21살때 저지른일이고 현재는 22살이고 항소재판은 아직 연락이 없어 대기중이고요저는 초범이고 이런 일인줄 진짜 절대 모르고 한거여서 진짜 억울하거든요..저희집이 부모라곤 엄마밖에 없고 집안사정이 안좋아 변호사도 없거든요 1심때도 변호사 없이 진행하였습니다 당연히 징역은 안나올줄 알고요..전 진짜 몰랐거든요.. 전 이제 어찌해야할까요..들어갈꺼 같나요..??내공 300,어떻게 하면 이 상황에서 법적 지원을 더 잘 받을 수 있을까요?
"제가 고수익알바라해서 하게됬는데 알고 보니 현금수거책이라 하더군요. 처음 나갔을때 현행범으로 잡혀서 피해금액 전무하고 전과기록또한 없습니다, 실형을 받게될 확률이 큰가요?",혹시 제 상황에서 실형을 받을 가능성이 있을까요?
"남일일줄 알았던 일이 저에게도 일어났네요...처음 몇백이 필요해 투자라는 거짓말로 시작해약 2년간 사람들을 끌어들여 피해자들의 돈을 돌려막기하다 바닥이 드러난 상황 입니다. 몇억이 넘는 돈은 모두 다른 투자자들의 이자로 지불되어 사기친 사람에게는 돈한푼 없다고 하네요. 물론 아직 수사가 진행되기 전 입니다만 본인은자작극임을 인정하고있어 결국 사기인거죠...변제할 의사를 보이며 차용증을 써주겠다하여 얼마전 공증을 받았습니다.1. 공증은 판결의 효력이 있다고 하는데 그럼 전 형사고소 외 민사소송은 불필요한건지?2. 피해액이 1억이 넘는데 만약 형을 살게될 경우 월변제 약속된 금액을 변제하지 못할 경우 어떻게 되는지?3. 공증시 채무의 사유가 사기였음을 작성하는 건 없었는데사기꾼이 형을 살고 나온 후 파산신청을 하게될 경우 제 공증은 단순 채무로 보고 파산이 가능할지?4. 사기로인한 채무로 파산을 하지 못하게 장치를 걸수 있는방법이 있을지?5. 연류된 사람들중 투자 이자 명목으로 명목으로 받아간 돈이 몇천~2억대 가 되는 사람들이 있는데. 투자는 허구였고 결국 받아간돈은 모두 피해자들의 돈인데 피의자가 반환청구 소송을 할 경우 판결 가능성이 있을지?6. 피의자 말인 즉, 이자 반환 판결이 날 경우 채권양도양수 채결을 할수 있고전 공증을 받은 상황이라 1순위로 지정할수 있다고 말하는데 그게 사실인지?7. 주변에서 검찰직고소를 하라는데 유리한 점은 무엇인지?모르는것이 많아 질문도 많습니다ㅜ도와주세요ㅜ",처음 겪는 상황이라 어떻게 해야 할지 궁금합니다. 법적 절차와 관련된 몇 가지 질문이 있습니다: 1. 공증받은 차용증이 있으면 민사소송이 필요 없는지요? 2. 피해액이 크고 월 변제를 못 할 경우 어떻게 되는지요? 3. 공증에 사기 관련 내용이 없는데 나중에 파산 신청이 가능할지요? 4. 사기 관련 채무로 파산을 막을 수 있는 방법이 있는지요? 5. 연루된 사람들이 이자로 받은 돈을 피해자가 돌려받을 수 있을지요? 6. 공증이 있으면 1순위 채권자로 지정할 수 있는지요? 7. 검찰에 바로 고소하는 것이 이점이 있는지요? 도움 부탁드립니다.
